,tissueID,sampleDescription,vesselSerialNumber,fishNumber,repID,water,dateCollected,year,lattitude_decDeg,longitude_decDeg,site,siteDepthCode,stationDepth_m,depthCollect_m,sampleDepthMin_m,sampleDepthMax_m,waterLayerSampled,DCLdepth,thermoclineDepth_m,epilimnionDepth_m,hypolimnionDepth_m,collectionGear,collectionGearMesh_um,numberIndividualsCombined,individualSize_mm,individualSizeMax_mm,individualSizeMin_mm,tissueType,preservationMethod,lipidExtraction,acidifiedUnacidified,wellID,laboratory,equipment,sampleAmount_mg,areaN,percentN,areaN28,amplitudeN28,delta15N,TEF_N,TEF_C_SD,areaC,percentC,areaC45,amplitudeC45,delta13C,TEF_C,TEF_C_SD.1,H2amp,percentH,del2H,sd_delta2H,analysisFacility,equipmentUsed,analysisDate,analysisTime,Flag,Comment,Comment2,Group
914,T1948,Alewife,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,80,2.8,NA,dorsalMuscle,0,no,,,,,No,NA,12.83,NA,NA,13.7,NA,NA,NA,43.73,NA,,-23.25,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
916,T1949,Alewife,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,104,7.1,NA,dorsalMuscle,0,no,,,,,No,NA,11.5,NA,NA,13.64,NA,NA,NA,47.22,NA,,-24.2,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
918,T1950,Alewife,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,76,2.34,NA,dorsalMuscle,0,no,,,,,No,NA,12.93,NA,NA,15.57,NA,NA,NA,43.48,NA,,-23.22,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
920,T1951,Alewife,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,101,6.2,NA,dorsalMuscle,0,no,,,,,No ,NA,13.02,NA,NA,14.15,NA,NA,NA,45.96,NA,,-23.8,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
922,T1952,Alewife,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,185,45.4,NA,dorsalMuscle,0,no,,,,,No,NA,10.65,NA,NA,13.81,NA,NA,NA,48.41,NA,,-24.83,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
924,T1953,Alewife,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,195,40.4,NA,dorsalMuscle,0,no,,,,,No,NA,12.47,NA,NA,13.82,NA,NA,NA,42.61,NA,,-23.74,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
926,T1954,Alewife,28.2013.034,0,A,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,139,21.2,NA,dorsalMuscle,0,no,,,,,No,NA,10.56,NA,NA,13.67,NA,NA,NA,47.68,NA,,-24.66,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
928,T1954,Alewife,28.2013.034,0,B,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,139,21.2,NA,dorsalMuscle,0,no,,,,,No,NA,9.28,NA,NA,13.32,NA,NA,NA,50.23,NA,,-25.62,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
930,T1954,Alewife,28.2013.034,0,C,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,139,21.2,NA,dorsalMuscle,0,no,,,,,No,NA,10.18,NA,NA,13.4,NA,NA,NA,47.27,NA,,-24.83,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
932,T1955,Alewife,28.2013.034,0,A,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,193,57.5,NA,dorsalMuscle,0,no,,,,,No,NA,11.64,NA,NA,13.74,NA,NA,NA,45.57,NA,,-24.4,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
934,T1955,Alewife,28.2013.034,0,B,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,193,57.5,NA,dorsalMuscle,0,no,,,,,No,NA,10.6,NA,NA,13.71,NA,NA,NA,45.92,NA,,-25.24,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
936,T1955,Alewife,28.2013.034,0,C,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,193,57.5,NA,dorsalMuscle,0,no,,,,,No,NA,11.24,NA,NA,13.79,NA,NA,NA,45.53,NA,,-24.69,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
938,T1956,Alewife,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,146,22.6,NA,dorsalMuscle,0,no,,,,,No,NA,10.85,NA,NA,12.89,NA,NA,NA,49.7,NA,,-24.83,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
940,T1957,Alewife,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,164,31.9,NA,dorsalMuscle,0,no,,,,,No ,NA,9.95,NA,NA,14.1,NA,NA,NA,51.51,NA,,-26.72,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
942,T1958,Alewife,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,125,19.6,NA,dorsalMuscle,0,no,,,,,No,NA,9.35,NA,NA,13.45,NA,NA,NA,39.72,NA,,-25.19,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
944,T1905,Deepwater sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,125,15.9,NA,dorsalMuscle,0,no,,,,,No,NA,13.56,NA,NA,17.48,NA,NA,NA,47.18,NA,,-23.88,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
946,T1906,Deepwater sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,113,15.5,NA,dorsalMuscle,0,no,,,,,No,NA,13.28,NA,NA,17.36,NA,NA,NA,48.5,NA,,-24.38,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
948,T1907,Deepwater sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,124,20.7,NA,dorsalMuscle,0,no,,,,,No,NA,13.43,NA,NA,17.76,NA,NA,NA,46.78,NA,,-23.8,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
950,T1908,Deepwater sculpin,28.2013.034,0,A,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,114,17,NA,dorsalMuscle,0,no,,,,,No,NA,13.71,NA,NA,17.56,NA,NA,NA,47.65,NA,,-23.76,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
952,T1908,Deepwater sculpin,28.2013.034,0,B,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,114,17,NA,dorsalMuscle,0,no,,,,,No,NA,13.42,NA,NA,17.11,NA,NA,NA,47.84,NA,,-23.8,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
954,T1908,Deepwater sculpin,28.2013.034,0,C,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,114,17,NA,dorsalMuscle,0,no,,,,,No,NA,13.46,NA,NA,17.34,NA,NA,NA,47.23,NA,,-23.79,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
956,T1909,Deepwater sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,125,21.6,NA,dorsalMuscle,0,no,,,,,No,NA,13.72,NA,NA,17.15,NA,NA,NA,46.64,NA,,-23.8,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
958,T1910,Deepwater sculpin,28.2013.034,0,A,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,136,27.4,NA,dorsalMuscle,0,no,,,,,No,NA,12.39,NA,NA,17.54,NA,NA,NA,49.77,NA,,-25.03,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
960,T1910,Deepwater sculpin,28.2013.034,0,B,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,136,27.4,NA,dorsalMuscle,0,no,,,,,No,NA,12.67,NA,NA,17.66,NA,NA,NA,50.08,NA,,-24.85,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
962,T1910,Deepwater sculpin,28.2013.034,0,C,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,136,27.4,NA,dorsalMuscle,0,no,,,,,No,NA,12.85,NA,NA,17.75,NA,NA,NA,50,NA,,-24.72,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
964,T1911,Deepwater sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,135,24.4,NA,dorsalMuscle,0,no,,,,,No,NA,13.09,NA,NA,17.36,NA,NA,NA,46.18,NA,,-23.98,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
966,T1912,Deepwater sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,133,29.3,NA,dorsalMuscle,0,no,,,,,No,NA,12.39,NA,NA,17.54,NA,NA,NA,49.16,NA,,-24.73,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
968,T1900,Slimy sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,130,29.7,NA,dorsalMuscle,0,no,,,,,No,NA,8.21,NA,NA,16.91,NA,NA,NA,27.4,NA,,-24.41,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
970,T1901,Slimy sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,101,15.2,NA,dorsalMuscle,0,no,,,,,No,NA,11.84,NA,NA,17.68,NA,NA,NA,48.28,NA,,-25.19,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
972,T1902,Slimy sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,100,9.5,NA,dorsalMuscle,0,no,,,,,No,NA,12.54,NA,NA,17.73,NA,NA,NA,43.36,NA,,-24.43,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
974,T1903,Slimy sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,98,12.2,NA,dorsalMuscle,0,no,,,,,No,NA,12.76,NA,NA,16.7,NA,NA,NA,46.85,NA,,-24.23,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
976,T1904,Slimy sculpin,28.2013.034,0,,Lake Ontario,5/10/2013,2013,43.57533333,-76.53216667,Nine Mile Point,NMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,112,17.5,NA,dorsalMuscle,0,no,,,,,No,NA,9.18,NA,NA,16.99,NA,NA,NA,33.41,NA,,-24.32,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
978,T1959,Alewife,28.2013.035,0,A,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,159,28,NA,dorsalMuscle,0,no,,,,,No,NA,12.38,NA,NA,13.1,NA,NA,NA,43.02,NA,,-23.83,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
980,T1959,Alewife,28.2013.035,0,B,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,159,28,NA,dorsalMuscle,0,no,,,,,No,NA,12.87,NA,NA,13.53,NA,NA,NA,43.52,NA,,-23.66,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
982,T1959,Alewife,28.2013.035,0,C,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,159,28,NA,dorsalMuscle,0,no,,,,,No,NA,13.21,NA,NA,13.48,NA,NA,NA,43.49,NA,,-23.67,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
984,T1960,Alewife,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,161,34.1,NA,dorsalMuscle,0,no,,,,,No,NA,11.29,NA,NA,13.79,NA,NA,NA,51.57,NA,,-25.58,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
986,T1961,Alewife,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,205,59.2,NA,dorsalMuscle,0,no,,,,,No,NA,12.7,NA,NA,14,NA,NA,NA,43.23,NA,,-23.76,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
988,T1962,Alewife,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,154,24.9,NA,dorsalMuscle,0,no,,,,,No,NA,12.3,NA,NA,13.1,NA,NA,NA,43.22,NA,,-23.36,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
990,T1963,Alewife,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,189,42.8,NA,dorsalMuscle,0,no,,,,,No,NA,12.76,NA,NA,13.55,NA,NA,NA,44.47,NA,,-24.34,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
992,T1937,Deepwater sculpin,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,139,28,NA,dorsalMuscle,0,no,,,,,No,NA,10.62,NA,NA,17.18,NA,NA,NA,53.69,NA,,-25.88,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
994,T1938,Deepwater sculpin,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,151,42.8,NA,dorsalMuscle,0,no,,,,,No,NA,8.91,NA,NA,17,NA,NA,NA,56.88,NA,,-27.02,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
996,T1939,Deepwater sculpin,28.2013.035,0,A,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,141,34.2,NA,dorsalMuscle,0,no,,,,,No,NA,10.46,NA,NA,17.43,NA,NA,NA,51.33,NA,,-25.81,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
998,T1939,Deepwater sculpin,28.2013.035,0,B,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,141,34.2,NA,dorsalMuscle,0,no,,,,,No,NA,9.65,NA,NA,17.47,NA,NA,NA,53.46,NA,,-26.46,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1000,T1939,Deepwater sculpin,28.2013.035,0,C,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,141,34.2,NA,dorsalMuscle,0,no,,,,,No,NA,10.01,NA,NA,17.28,NA,NA,NA,52.17,NA,,-26.26,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1002,T1940,Deepwater sculpin,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,148,29.6,NA,dorsalMuscle,0,no,,,,,No,NA,12.36,NA,NA,17.64,NA,NA,NA,50.56,NA,,-24.67,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1004,T1941,Deepwater sculpin,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,149,35.8,NA,dorsalMuscle,0,no,,,,,No,NA,12.84,NA,NA,17.49,NA,NA,NA,49.85,NA,,-24.4,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1006,T1942,Deepwater sculpin,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,105,14.1,NA,dorsalMuscle,0,no,,,,,No,NA,13.4,NA,NA,16.95,NA,NA,NA,48.77,NA,,-23.64,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1008,T1943,Deepwater sculpin,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,96,11.2,NA,dorsalMuscle,0,no,,,,,No,NA,13.27,NA,NA,17.35,NA,NA,NA,47.77,NA,,-24.02,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1010,T1944,Deepwater sculpin,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,103,11.4,NA,dorsalMuscle,0,no,,,,,No,NA,12.98,NA,NA,17,NA,NA,NA,49.36,NA,,-24.08,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1012,T1945,Deepwater sculpin,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,84,5.8,NA,dorsalMuscle,0,no,,,,,No,NA,13.45,NA,NA,17.08,NA,NA,NA,48.52,NA,,-23.78,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1014,T1946,Deepwater sculpin,28.2013.035,0,,Lake Ontario,5/11/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,95,9.2,NA,dorsalMuscle,0,no,,,,,No,NA,13,NA,NA,16.72,NA,NA,NA,47.96,NA,,-23.81,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1016,T2706,Deepwater sculpin,28.2013.214,2013.28.214.012,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,174,64.5,NA,dorsalMuscle,0,no,,,,,No,NA,12.88,NA,NA,17.46,NA,NA,NA,47.12,NA,,-24.25,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1018,T2707,Deepwater sculpin,28.2013.214,2013.28.214.013,A,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,178,57.2,NA,dorsalMuscle,0,no,,,,,No,NA,11.69,NA,NA,17.23,NA,NA,NA,47.55,NA,,-25.05,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1020,T2707,Deepwater sculpin,28.2013.214,2013.28.214.013,B,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,178,57.2,NA,dorsalMuscle,0,no,,,,,No,NA,12.46,NA,NA,17.55,NA,NA,NA,47.12,NA,,-24.62,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1022,T2707,Deepwater sculpin,28.2013.214,2013.28.214.013,C,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,178,57.2,NA,dorsalMuscle,0,no,,,,,No,NA,12.43,NA,NA,17.58,NA,NA,NA,47.5,NA,,-24.63,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1024,T2708,Deepwater sculpin,28.2013.214,2013.28.214.014,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,164,54.7,NA,dorsalMuscle,0,no,,,,,No,NA,12.44,NA,NA,17.95,NA,NA,NA,49.76,NA,,-24.25,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1026,T2709,Deepwater sculpin,28.2013.214,2013.28.214.015,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,178,55.3,NA,dorsalMuscle,0,no,,,,,No,NA,9.95,NA,NA,17.41,NA,NA,NA,53.8,NA,,-26.28,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1028,T2710,Deepwater sculpin,28.2013.214,2013.28.214.016,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,156,37.3,NA,dorsalMuscle,0,no,,,,,No,NA,11.13,NA,NA,17.49,NA,NA,NA,50.1,NA,,-25.53,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1030,T2711,Deepwater sculpin,28.2013.214,2013.28.214.017,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,144,38.6,NA,dorsalMuscle,0,no,,,,,No,NA,13.12,NA,NA,17.81,NA,NA,NA,48.44,NA,,-23.88,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1032,T2712,Deepwater sculpin,28.2013.214,2013.28.214.018,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,113,16.5,NA,dorsalMuscle,0,no,,,,,No,NA,13.09,NA,NA,17.35,NA,NA,NA,48.53,NA,,-24.05,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1034,T2713,Deepwater sculpin,28.2013.214,2013.28.214.019,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,155,39.1,NA,dorsalMuscle,0,no,,,,,No,NA,13.46,NA,NA,17.27,NA,NA,NA,47.45,NA,,-23.75,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1036,T2714,Deepwater sculpin,28.2013.214,2013.28.214.020,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,150,41.8,NA,dorsalMuscle,0,no,,,,,No,NA,12.32,NA,NA,17.62,NA,NA,NA,49.53,NA,,-24.64,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1038,T2715,Deepwater sculpin,28.2013.214,2013.28.214.021,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,108,17.6,NA,dorsalMuscle,0,no,,,,,No,NA,12.46,NA,NA,17.44,NA,NA,NA,49.46,NA,,-25.13,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1040,T2716,Deepwater sculpin,28.2013.214,2013.28.214.022,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,114,18.7,NA,dorsalMuscle,0,no,,,,,No,NA,12.64,NA,NA,16.8,NA,NA,NA,46.77,NA,,-23.96,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1042,T2717,Deepwater sculpin,28.2013.214,2013.28.214.023,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,125,22.9,NA,dorsalMuscle,0,no,,,,,No,NA,12.1,NA,NA,17.35,NA,NA,NA,49.69,NA,,-24.79,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1044,T2718,Deepwater sculpin,28.2013.214,2013.28.214.024,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,100,10.8,NA,dorsalMuscle,0,no,,,,,No,NA,11.89,NA,NA,16.79,NA,NA,NA,49.81,NA,,-24.92,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
1046,T2719,Deepwater sculpin,28.2013.214,2013.28.214.025,,Lake Ontario,7/25/2013,2013,43.55316667,-76.59266667,Nine Mile Point,NMP 175,175,175,,,,NA,NA,NA,NA,bottom trawl,,1,101,11.4,NA,dorsalMuscle,0,no,,,,,No,NA,10.87,NA,NA,16.64,NA,NA,NA,52.24,NA,,-25.83,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
